type	gene_id
Enteriendocrine	POLR2L
Enteriendocrine	HMGN3
Enteriendocrine	CADPS
Enteriendocrine	EGR3
Enteriendocrine	SYT13
Enteriendocrine	SEZ6L2
Enteriendocrine	GNAS
Enteriendocrine	NAP1L1
Enteriendocrine	IGFBP2
Enteriendocrine	PRAC1
Enteriendocrine	XIST
Enteriendocrine	CCNI
Enteriendocrine	CXXC4
Enteriendocrine	FOS
Enteriendocrine	SCG3
Enteriendocrine	PSCA
Enteriendocrine	RFX3
Enteriendocrine	RAB26
Enteriendocrine	GCH1
Enteriendocrine	ATP6V1G1
Enteriendocrine	PTPRN2
Enteriendocrine	CBX6
Enteriendocrine	CYP2W1
Enteriendocrine	GPX4
Enteriendocrine	GABARAP
Enteriendocrine	FOSB
Enteriendocrine	NLRP1
Enteriendocrine	SNRPN
Enteriendocrine	ARFGEF3
Enteriendocrine	NPDC1
Enteriendocrine	CIRBP
Enteriendocrine	STMN1
Enteriendocrine	PAPPA2
Enteriendocrine	BTG1
Enteriendocrine	ANXA7
Enteriendocrine	TFPI
Enteriendocrine	SEC11C
Enteriendocrine	ATF3
Enteriendocrine	FKBP8
Enteriendocrine	H1FX
Enteriendocrine	JUN
Enteriendocrine	ZNF428
Enteriendocrine	DUSP1
Enteriendocrine	IER2
Enteriendocrine	RIMBP2
Progenitor	B3GNT7
Progenitor	LCN2
Progenitor	LGALS2
Progenitor	PLA2G2A
Progenitor	ADH1C
Progenitor	CD24
Progenitor	PIGR
Progenitor	COX4I1
Progenitor	TXN
Progenitor	ATP5G3
Progenitor	SLPI
Progenitor	COX5B
Progenitor	COX7C
Progenitor	CYBA
Progenitor	CHCHD10
Progenitor	SELENBP1
Progenitor	ATP5G1
Progenitor	CFTR
Progenitor	ATP5D
Progenitor	USMG5
Progenitor	ATP5L
Progenitor	C15orf48
Progenitor	MUC4
Progenitor	CYC1
Progenitor	NDUFB9
Progenitor	C14orf2
Progenitor	COX6A1
Progenitor	COX6B1
Progenitor	ATP5A1
Progenitor	ATP5E
Progenitor	GPX2
Progenitor	UQCR10
Progenitor	PYCARD
Progenitor	CES2
Progenitor	COX8A
Progenitor	NDUFB2
Progenitor	EIF3K
Progenitor	COX6C
Progenitor	DDT
Progenitor	UQCR11
Progenitor	GOLM1
Progenitor	NXPE4
Progenitor	MT-CO3
Progenitor	MLEC
Progenitor	ATP5F1
Progenitor	UQCRH
Progenitor	FAM162A
TA	TUBA1B
TA	HMGB2
TA	H2AFZ
TA	TUBB
TA	STMN1
TA	HMGN2
TA	HMGB1
TA	PTMA
TA	TK1
TA	CENPW
TA	KIAA0101
TA	TYMS
TA	CKS1B
TA	UBE2C
TA	TOP2A
TA	ZWINT
TA	RANBP1
TA	DTYMK
TA	NUCKS1
TA	MKI67
TA	RAN
TA	SMC4
TA	SMC2
TA	IDH2
TA	MAD2L1
TA	CDK1
TA	BIRC5
TA	RRM2
TA	H2AFV
TA	NUSAP1
TA	NAP1L1
TA	CENPM
TA	CDKN3
TA	CDT1
TA	MZT2A
TA	PLP2
TA	DEK
TA	DHFR
TA	PRC1
TA	LMNB1
TA	HSPD1
TA	PPIA
TA	SIVA1
TA	ANP32B
TA	UBE2T
TA	PTTG1
TA	DUT
TA	HIST1H4C
TA	RPA3
TA	CCDC34
TA	CKS2
TA	CENPF
TA	HMGN1
TA	ITGB3BP
TA	WDR34
TA	SNRPB
TA	LDHB
TA	HNRNPA1
TA	MCM7
TA	HMGA1
TA	LSM5
TA	RARRES2
TA	EEF1B2
TA	PBK
TA	KIF20B
TA	RAD51AP1
TA	MIF
TA	CENPN
TA	CENPK
TA	CKLF
TA	LSM4
TA	RPSA
TA	ASF1B
TA	GGH
TA	GSTP1
TA	TMPO
TA	TPX2
TA	CARHSP1
TA	H2AFX
TA	UBE2S
TA	AURKB
TA	SNRPD1
TA	RNASEH2A
TA	RRM1
TA	NUDT1
TA	PA2G4
TA	NASP
TA	CENPU
TA	TUBB4B
TA	PRAC2
TA	RPLP1
TA	SGOL1
TA	CDCA7
TA	CCNA2
TA	LSM3
TA	ASPM
TA	NUCB2
TA	USP1
TA	KPNA2
TA	HNRNPA3
TA	PSIP1
TA	GMNN
TA	HNRNPA2B1
TA	SKA2
TA	CDCA3
TA	HMGB3
TA	CDC20
TA	SNRPF
TA	IMPDH2
TA	TACC3
TA	OLFM4
TA	RPLP0
TA	MND1
TA	MIS18A
TA	BUB3
TA	RACGAP1
TA	EZH2
